,REPORT_DATE,REPORTED_DATE,FREQ_CODE,SECURITY_CODE,AUDITED,MONTH_IN_PERIOD,SCFI_1,SCFI_2,SCFI_3,SCFI_3_1,SCFI_4,SCFI_5,SCFI_5_1,SCFI_7,SCFI_6,SCFI_9,SCFI_10,SCFI_11,SCFI_11_1,SCFI_11_2,SCFI_11_3,SCFI_11_4,SCFI_12,SCFI_13,SCFI_14,SCFI_14_1,SCFI_14_2,SCFI_15,SCFI_16,SCFI_16_1,SCFI_17,SCFI_18,SCFI_19,SCFI_19_1,SCFI_19_2,SCFI_19_3,SCFI_20,SCFI_20_1,SCFI_20_2,SCFI_20_3,SCFI_20_4,SCFI_20_5,SCFI_21,SCFI_21_1,SCFI_31,SCFI_32,SCFI_33,SCFI_34,SCFI_40,SCFI_40_1,SCFI_40_2,SCFI_40_3,SCFI_40_4,SCFI_40_5,SCFI_40_6,SCFI_30,SCFI_35,SCFI_36,SCFI_37,SCFI_38,SCFI_39,SCFI_45,SCFI_45_1,SCFI_46,SCFI_47,SCFI_48,SCFI_49,SCFI_50,SCFI_50_1,SCFI_50_2,SCFI_42,SCFI_42_1,SCFI_42_2,SCFI_51,SCFI_51_1,SCFI_51_2,SCFI_52,SCFI_44,SCFI_43,SCFI_43_1,SCFI_60,SCFI_61,SCFI_62,SCFI_62_1,SCFI_62_2,SCFI_63,SCFI_64,SCFI_65,SCFI_70,SCFI_71,SCFI_72,SCFI_73,SCFI_73_1,SCFI_73_2,SCFI_74,SCFI_74_1,SCFI_74_2,SCFI_74_3,SCFI_75,SCFI_76,SCFI_80,SCFI_90,SCFI_101,SCFI_101_1,SCFI_101_3,SCFI_101_2,SCFI_102,SCFI_103,SCFI_103_1,SCFI_103_3,SCFI_103_2,SCFI_104,SCFI_01A,SCFI_02A,SCFI_03A,SCFI_04A,SCFI_04A1,SCFI_04A2,SCFI_05A,SCFI_06A,SCFI_07A,SCFI_09A,SCFI_11A,SCFI_12A,SCFI_13A,SCFI_14A,SCFI_15A,SCFI_20A,SCFI_30A,SCFI_31A,SCFI_32A,SCFI_32_A1,SCFI_32_A2,SCFI_32_A3,SCFI_34A,SCFI_33A,SCFI_35A,SCFI_35_A1,SCFI_36A,SCFI_37A,SCFI_40A,SCFI_41A,SCFI_42A,SCFI_42_1A,SCFI_42_2A,SCFI_42_3A,SCFI_43A,SCFI_44A,SCFI_45A,SCFI_45_1A,SCFI_46A,SCFI_47A,SCFI_8,SCFI_41,SCFI_08A,SCFI_10A,CREATED_DATE,UPDATED_DATE
366,2021-09-30,,Q,CASC,N,3,3099623099.0,16046154836.0,256570071.0,15789584765.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155812434352.0,63341036707.0,0.0,0.0,0.0,1397645.0,92470000000.0,0.0,0.0,0.0,0.0,0.0,132075957825.0,0.0,0.0,-120308.0,0.0,886003934.0,3691696163.0,0.0,31027500.0,436763768.0,39993139.0,0.0,-21299307020.0,-379622929.0,0.0,1568069.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151221735760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151221735760.0,212171957331.0,52171957331.0,0.0,160000000000.0,0.0,363393693091.0,363393693091.0,0.0,0.0,0.0,3676528599.0,-3509110942.0,0.0,0.0,0.0,0.0,0.0,0.0,5115710000.0,0.0,-25546.0,0.0,0.0,-2083307479994.0,2064747479994.0,-18154837889.0,18560000000.0,18560000000.0,0.0,0.0,0.0,0.0,0.0,0.0,18560000000.0,0.0,0.0,0.0,405162111.0,405162111.0,125478236.0,0.0,0.0,0.0,0.0,279683875.0,0.0,0.0,0.0,0.0,0.0,-7144478843.0,-4877940000.0,0.0,2024-10-16 23:35:40.077476,2024-10-16 23:35:40.077476
367,2021-09-30,,Q,TVS,N,3,85853050573.0,16922645024.0,681341234.0,0.0,0.0,0.0,0.0,0.0,22814499365.0,-10000000.0,14051739620.0,14051739620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15081201208.0,15081201208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1060246627278.0,-298204856214.0,-753903783534.0,32222899252.0,-42522250000.0,166223218.0,1995140000.0,0.0,0.0,0.0,0.0,0.0,-123880336264.0,0.0,495643836.0,-13258144475.0,0.0,-36339495837.0,-834508934.0,0.0,0.0,-5712826529.0,6444723.0,0.0,1093657147719.0,-23786000000.0,0.0,-1052030877.0,0.0,36697891971.0,0.0,0.0,0.0,-9536418276.0,0.0,0.0,-9536418276.0,8028300161.0,-6230797000.0,0.0,0.0,0.0,0.0,0.0,0.0,-6230797000.0,0.0,0.0,3312083500000.0,0.0,3312083500000.0,-3404662398000.0,0.0,0.0,-3404662398000.0,0.0,-56771031090.0,-149349929090.0,-147552425929.0,325721129473.0,325721129473.0,0.0,0.0,0.0,178168703544.0,178168703544.0,0.0,0.0,0.0,562299994600.0,-675134648200.0,0.0,0.0,0.0,0.0,0.0,0.0,1225310089146.0,0.0,213332394.0,-345172769.0,0.0,26364083678.0,-1725648000.0,-159839860419.0,376258590002.0,376258590002.0,376249948695.0,0.0,0.0,0.0,8641307.0,0.0,0.0,0.0,0.0,0.0,216418729583.0,216418729583.0,216390905177.0,0.0,0.0,0.0,0.0,27824406.0,0.0,0.0,0.0,0.0,-6563195575.0,-103971412307.0,-1296821891268.0,0.0,2024-10-16 23:35:40.077476,2024-10-16 23:35:40.077476
368,2021-09-30,,Q,VIG,N,3,-1438686157.0,132719698.0,149285079.0,0.0,0.0,0.0,0.0,-16565381.0,0.0,0.0,832775734.0,0.0,0.0,0.0,0.0,0.0,0.0,832775734.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2833471804.0,0.0,0.0,-2086471804.0,0.0,-747000000.0,0.0,0.0,0.0,0.0,0.0,0.0,-577477404.0,0.0,0.0,0.0,0.0,181992134.0,330694725.0,0.0,0.0,456110844.0,-63634521.0,0.0,1350831218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1050668129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1050668129.0,2136826320.0,2136826320.0,0.0,0.0,0.0,1086158191.0,1086158191.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-10-16 23:35:40.077476,2024-10-16 23:35:40.077476
369,2021-09-30,,Q,NVSC,N,3,-14053355155.0,200311918.0,236894595.0,0.0,0.0,0.0,0.0,-49010759.0,12428082.0,0.0,4907657599.0,4907657599.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4595124950.0,-4595124950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-90712707513.0,-97133191020.0,3000000000.0,3688562036.0,-268078529.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-59579667427.0,0.0,-2051875392.0,-24525343.0,0.0,-79685250.0,-24927021918.0,0.0,0.0,-17199145.0,-813591940.0,0.0,11803086017.0,-3060000000.0,0.0,30213178.0,0.0,-11868493.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-73120178015.0,1000000.0,0.0,0.0,0.0,0.0,0.0,49010759.0,50010759.0,0.0,0.0,45000000000.0,0.0,45000000000.0,20000000000.0,0.0,0.0,20000000000.0,0.0,0.0,65000000000.0,-8070167256.0,90081693045.0,85081693045.0,0.0,5000000000.0,0.0,82011525789.0,82010525789.0,0.0,0.0,0.0,406793513400.0,-346409972000.0,0.0,0.0,0.0,0.0,0.0,0.0,-83074670670.0,0.0,-137550356.0,0.0,0.0,1495986020.0,-1495986020.0,-22828679626.0,44622897608.0,44622897608.0,44622897608.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21794217982.0,21794217982.0,21794217982.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-280648328.0,0.0,0.0,2024-10-16 23:35:40.077476,2024-10-16 23:35:40.077476
370,2021-09-30,,Q,KBSV,N,3,69571946837.0,44492469601.0,1998406666.0,0.0,0.0,1039500.0,0.0,-1214722863.0,43306343790.0,121809150.0,-91867673.0,-91867673.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59671503.0,59671503.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-256193528619.0,-118593277635.0,-126900000000.0,-12256568719.0,0.0,1556317735.0,0.0,0.0,0.0,0.0,0.0,0.0,-287472334104.0,0.0,-1262349336.0,1543430782.0,0.0,-23535708411.0,-879955585.0,0.0,-2912078860.0,-3516770875.0,-479752846.0,0.0,5819369877.0,-8000000000.0,0.0,4383131327.0,0.0,0.0,0.0,0.0,0.0,2281247054.0,0.0,0.0,2281247054.0,-173440113836.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4017999764384.0,0.0,4017999764384.0,-3911999754270.0,0.0,0.0,-3911999754270.0,0.0,0.0,106000010114.0,-67440103722.0,240610508743.0,240610508743.0,0.0,0.0,0.0,173170405021.0,125647719814.0,0.0,0.0,47522685207.0,33832439450095.0,-37850627848022.0,0.0,0.0,0.0,0.0,0.0,0.0,4783876028308.0,0.0,0.0,0.0,0.0,0.0,0.0,33346933781.0,2328979475425.0,2328979475425.0,1854111087579.0,0.0,0.0,0.0,474868387846.0,0.0,0.0,0.0,0.0,0.0,2362326409206.0,2362326409206.0,1854879418288.0,0.0,0.0,0.0,0.0,507446990918.0,0.0,0.0,0.0,0.0,279593358.0,-4719368612.0,-732340696600.0,0.0,2024-10-16 23:35:40.077476,2024-10-16 23:35:40.077476
371,2021-09-30,,Q,CSI,N,3,4353356215.0,172231324.0,185297916.0,0.0,0.0,16506170.0,0.0,-29572762.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6411181544.0,5942925300.0,0.0,468256244.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6286404239.0,882540000.0,-444482225.0,0.0,0.0,0.0,-68022345.0,0.0,0.0,-256191417.0,-28720738.0,0.0,102750000.0,-624800000.0,0.0,251242920.0,0.0,0.0,3106500.0,0.0,3106500.0,300000.0,0.0,0.0,300000.0,10811991778.0,0.0,0.0,0.0,0.0,0.0,0.0,13066592.0,13066592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10825058370.0,0.0,0.0,0.0,0.0,0.0,10825058370.0,99949796216.0,0.0,0.0,-89124737846.0,288135347345.0,-334794413783.0,0.0,0.0,0.0,0.0,0.0,0.0,100032373996.0,0.0,-34106132.0,0.0,0.0,133640080.0,0.0,4270630382.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4270630382.0,25355160963.0,14109638385.0,0.0,0.0,0.0,11245522578.0,0.0,0.0,0.0,0.0,-21084530581.0,0.0,57500000.0,-49202211124.0,0.0,2024-10-16 23:35:40.077476,2024-10-16 23:35:40.077476
372,2021-09-30,,Q,TCBS,N,3,1002227921654.0,151920834625.0,4909004357.0,0.0,0.0,0.0,0.0,0.0,137145899024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5571641790252.0,0.0,-200000000000.0,-3411229532716.0,-1960412257536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11612205740057.0,0.0,7155231372.0,-165596694585.0,0.0,-3386760153.0,0.0,0.0,0.0,9752505024.0,16307542292.0,0.0,-490266650.0,-160759049050.0,0.0,-378635667.0,0.0,0.0,-4723490487591.0,0.0,-4723490487591.0,-1019677334797.0,0.0,0.0,-1019677334797.0,-10458056983778.0,-3287600000.0,0.0,0.0,0.0,0.0,0.0,0.0,-3287600000.0,0.0,0.0,14231286340961.0,0.0,14231286340961.0,-2856347216323.0,0.0,0.0,-2856347216323.0,0.0,0.0,11374939124638.0,913594540860.0,615475540453.0,615475540453.0,0.0,0.0,0.0,1529070081313.0,1498162423677.0,0.0,0.0,30907657636.0,80604977623691.0,-88775998993967.0,0.0,0.0,0.0,0.0,0.0,0.0,113167687298645.0,0.0,-22914093514.0,0.0,0.0,17332881707048.0,-14034474827623.0,2763012248552.0,3747654572275.0,3747654572275.0,0.0,0.0,0.0,0.0,2540371601062.0,1205731397391.0,1551573822.0,0.0,0.0,0.0,6510666820827.0,6510666820827.0,0.0,0.0,0.0,0.0,1286205829339.0,1924135009841.0,3300325981647.0,0.0,0.0,0.0,9865931244.0,0.0,-105509146465728.0,0.0,2024-10-16 23:35:40.077476,2024-10-16 23:35:40.077476
373,2021-09-30,,Q,FSC,N,3,43277414586.0,5630512135.0,2980821745.0,0.0,-23750.0,0.0,0.0,-28259031808.0,5453542080.0,0.0,22760898.0,22760898.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21922768.0,-21922768.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70542288932.0,998270.0,0.0,67826999090.0,0.0,2714291572.0,0.0,0.0,0.0,0.0,0.0,0.0,71449969245.0,0.0,-937403680.0,8992474478.0,0.0,-3171973630.0,-4222219555.0,0.0,-347099916.0,-1404339878.0,10190177294.0,0.0,-647424881.0,-9257887679.0,0.0,733203362.0,0.0,0.0,0.0,0.0,0.0,-1562596320.0,0.0,0.0,-1562596320.0,120358734096.0,-843695617.0,0.0,0.0,0.0,0.0,0.0,0.0,-843695617.0,0.0,0.0,2976425000000.0,0.0,2976425000000.0,-3114458625396.0,0.0,0.0,-3114458625396.0,0.0,0.0,-138033625396.0,-18518586917.0,44454033131.0,44454033131.0,0.0,0.0,0.0,25935446214.0,20164163853.0,0.0,0.0,5771282361.0,23298882495400.0,-21442502323900.0,19631131207.0,0.0,-23044314079.0,0.0,0.0,0.0,13548222806996.0,0.0,-711681450.0,0.0,0.0,147684405300.0,-141972941708.0,5035077664.0,823762576063.0,823762576063.0,788164324775.0,0.0,0.0,0.0,0.0,35598251288.0,0.0,0.0,0.0,0.0,828797653727.0,832205568527.0,828797653727.0,0.0,0.0,0.0,0.0,0.0,3407914800.0,0.0,0.0,-3407914800.0,25455203868.0,2542770718.0,-15401154500102.0,0.0,2024-10-16 23:35:40.077476,2024-10-16 23:35:40.077476
374,2021-09-30,,Q,SSI,N,3,848414122933.0,-422133138733.0,16806354168.0,0.0,-13349887290.0,1534482715.0,0.0,-177850449374.0,289281044668.0,-1690968658.0,80158123490.0,80158123490.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-75329004152.0,-75329004152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4731484318920.0,-1015258013797.0,-1626955144883.0,-2133958830714.0,0.0,2625766007.0,42061904467.0,0.0,0.0,0.0,0.0,0.0,-6081304689799.0,0.0,0.0,-682961997.0,0.0,-514949141946.0,-4050865913.0,0.0,236540375.0,-6168720548.0,-1246496.0,0.0,-978345880261.0,-156473723023.0,0.0,-16481892515.0,0.0,-246738142745.0,603962072128.0,603498826385.0,463245743.0,-368646309.0,0.0,0.0,-368646309.0,-5650194586261.0,-27962518231.0,0.0,0.0,0.0,-3010000000000.0,2600000000000.0,145338958918.0,-292623559313.0,0.0,-19383300.0,97493538392521.0,0.0,97493538392521.0,-90858272198174.0,0.0,0.0,-90858272198174.0,0.0,-645919707350.0,5989327103697.0,46508958123.0,243325556836.0,194972363867.0,0.0,49056109589.0,-702916620.0,289834514959.0,270197496127.0,0.0,22030904110.0,-2393885278.0,163881192309973.0,-151070748087128.0,0.0,0.0,0.0,0.0,0.0,0.0,163971832069130.0,-97801704624.0,-7646752351.0,0.0,0.0,463574565500.0,-1484144950999.0,447512962087.0,7984348212329.0,7984348212329.0,7805699315013.0,0.0,0.0,0.0,0.0,15273052175.0,163375845141.0,0.0,0.0,0.0,8431861174416.0,8431861174416.0,8277823664655.0,0.0,0.0,0.0,6916860522.0,0.0,147120649239.0,0.0,0.0,0.0,-536863714962.0,7707960548.0,-175208744487414.0,0.0,2024-10-16 23:35:40.077476,2025-06-06 16:24:48.378531
375,2021-09-30,,Q,MBS,N,3,-290022385132.0,-94485776105.0,-9402846753.0,0.0,-253800000.0,0.0,0.0,0.0,-140081170608.0,0.0,-103262084799.0,-103262084799.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121176423069.0,121176423069.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1562807618978.0,130700482631.0,225184493151.0,1319218466925.0,4573406400.0,3359929971.0,-120229160100.0,0.0,0.0,0.0,0.0,0.0,2909237059974.0,0.0,-37631356752.0,5588870832.0,0.0,11545630674.0,393134385901.0,0.0,-763015500.0,-16015575377.0,-7102880979.0,0.0,990185591858.0,44663293364.0,0.0,2844493451.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2542643237007.0,-560450816.0,-225877640.0,0.0,0.0,0.0,0.0,0.0,-786328456.0,-786395880000.0,-272221500.0,13558344663000.0,0.0,13558344663000.0,-19535972003384.0,0.0,0.0,-19535972003384.0,0.0,0.0,-6764295441884.0,-4222438533333.0,307958055614.0,262658055614.0,0.0,45300000000.0,0.0,-3914480477719.0,125979368118.0,0.0,27300000000.0,-4067759845837.0,73275496395475.0,-76513807489000.0,0.0,0.0,0.0,0.0,0.0,0.0,3331674188171.0,0.0,-2442349458.0,0.0,0.0,1853224157811.0,-2212234284378.0,-268089381379.0,4360585285945.0,4360585285945.0,3929811871208.0,0.0,0.0,0.0,0.0,21108333689.0,409665081048.0,0.0,0.0,0.0,4092495904566.0,4092495904566.0,3745721565013.0,3745721565013.0,0.0,0.0,296119385072.0,0.0,50654954481.0,0.0,0.0,0.0,55252041256.0,-40019996476.0,0.0,0.0,2024-10-16 23:35:40.077476,2024-10-16 23:35:40.077476
376,2021-09-30,,Q,VGSC,N,3,-10815550819.0,-193734091.0,0.0,0.0,0.0,0.0,0.0,83663169.0,-277397260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8053169133.0,0.0,0.0,-53947735665.0,48639787064.0,13361117734.0,0.0,0.0,0.0,0.0,0.0,0.0,18656816711.0,466356164.0,-2402583.0,617325634.0,0.0,12201.0,-778236220.0,0.0,0.0,7738950094.0,276129276.0,0.0,-166290055.0,1578135884.0,0.0,-1325864690.0,0.0,0.0,258746955200.0,0.0,258746955200.0,-256824820587.0,0.0,0.0,-256824820587.0,7647531801.0,-2849225407.0,0.0,0.0,0.0,0.0,0.0,913336831.0,-1935888576.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20340000000.0,20340000000.0,26051643225.0,26077676199.0,26077676199.0,0.0,0.0,0.0,52129319424.0,52129319424.0,0.0,,,2582669678743.0,-2818148739700.0,0.0,0.0,0.0,1851741736311.0,0.0,0.0,-1607476848709.0,0.0,0.0,0.0,0.0,-24379907550.0,24378473050.0,8784392145.0,33291694549.0,33291694549.0,33280453314.0,0.0,0.0,0.0,0.0,9046735.0,2194500.0,0.0,0.0,0.0,35850539996.0,35850539996.0,35850539996.0,,,,,,,,,,,,,,2024-10-16 23:35:40.077476,2024-10-16 23:35:40.077476
377,2021-09-30,,Q,VFS,N,3,8863523967.0,280668164.0,440415438.0,0.0,0.0,0.0,0.0,4301369867.0,-9388059718.0,0.0,-450802617.0,0.0,0.0,0.0,0.0,0.0,0.0,-450802617.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38057445787.0,-16258735952.0,0.0,-21798709835.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9561284058.0,0.0,-1429196108.0,263503832.0,0.0,154548905.0,4785000.0,0.0,-4550050.0,381164500.0,15958063.0,0.0,3420.0,-2579735906.0,0.0,446544207.0,0.0,0.0,-2850.0,0.0,-2850.0,0.0,0.0,0.0,0.0,-867894544.0,0.0,0.0,0.0,5333265195.0,0.0,0.0,-4926942577.0,406322618.0,52500000000.0,0.0,214000000000.0,0.0,214000000000.0,-200000000000.0,0.0,0.0,-200000000000.0,0.0,0.0,66500000000.0,66038428074.0,0.0,0.0,0.0,0.0,0.0,66038428074.0,260125265848.0,0.0,0.0,-194086837774.0,16040656811399.0,-16422979465991.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-382322654592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-382322654592.0,82007749375.0,79521754375.0,0.0,0.0,0.0,0.0,2485995000.0,0.0,0.0,0.0,-464330403967.0,4926942577.0,31243138716.0,0.0,0.0,2024-10-16 23:35:40.077476,2024-10-16 23:35:40.077476
378,2021-09-30,,Q,AAS,N,3,170207763710.0,6190153853.0,5915672400.0,0.0,0.0,0.0,0.0,-254195142.0,384077407.0,0.0,2825296055.0,2825296055.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-643820430203.0,-311327575783.0,-195000000000.0,-60437734297.0,-42384248000.0,-59796124.0,-34611075999.0,0.0,0.0,0.0,0.0,0.0,-731972498338.0,0.0,-44068658850.0,99367354.0,0.0,7923486697.0,-130090097434.0,0.0,0.0,4384966799.0,-259512954.0,0.0,77791350768.0,-935156519.0,0.0,-2865306588.0,0.0,201609827.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-552749284720.0,-1105379000.0,0.0,0.0,254195142.0,0.0,0.0,-144599188.0,-995783046.0,490000000000.0,0.0,0.0,0.0,0.0,-9850198415.0,0.0,0.0,-9850198415.0,0.0,0.0,480149801585.0,-73595266181.0,371216396106.0,371216396106.0,0.0,0.0,0.0,297621129925.0,297621129925.0,0.0,0.0,0.0,2033112666100.0,-2048733140800.0,0.0,0.0,0.0,0.0,0.0,0.0,3246126277504.0,0.0,-384955505.0,0.0,0.0,0.0,11330000.0,-10288014634.0,89206944427.0,89206944427.0,89197487209.0,0.0,0.0,0.0,0.0,9457218.0,0.0,0.0,0.0,0.0,78918929793.0,78918929793.0,75014124172.0,0.0,0.0,0.0,3904805621.0,0.0,0.0,0.0,0.0,0.0,144599188.0,-334117235.0,-3240420191933.0,0.0,2024-10-16 23:35:40.077476,2024-10-16 23:35:40.077476
379,2021-09-30,,Q,KEVS,N,3,59263054928.0,968770245.0,1371691792.0,0.0,0.0,0.0,0.0,-2729135685.0,0.0,7949666899.0,-17921250.0,-17921250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35804450.0,35804450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-927019700960.0,-83500030.0,0.0,-925798706022.0,0.0,-1137494908.0,0.0,0.0,0.0,0.0,0.0,0.0,-898859491187.0,0.0,0.0,12873520328.0,0.0,-1918430180.0,-155726208.0,0.0,32755735.0,-528440134.0,17975241159.0,0.0,94442296.0,-11479806898.0,0.0,1968069377.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-838609782814.0,-1123200000.0,0.0,0.0,5322501723.0,0.0,0.0,-2593366038.0,1605935685.0,0.0,0.0,4159380510000.0,0.0,4159380510000.0,-3962715460000.0,0.0,0.0,-3962715460000.0,0.0,0.0,196665050000.0,-640338797129.0,811715020501.0,811715020501.0,0.0,0.0,0.0,171376223372.0,159577571373.0,0.0,0.0,11798651999.0,18941298116920.0,-20797793471095.0,0.0,0.0,0.0,0.0,0.0,0.0,22012890990865.0,0.0,0.0,0.0,0.0,0.0,0.0,281160580565.0,1155342511063.0,1155342511063.0,645199001263.0,645199001263.0,0.0,0.0,85068239172.0,425075270628.0,0.0,0.0,0.0,0.0,1436503091628.0,1436503091628.0,928722852328.0,928722852328.0,0.0,0.0,412763878191.0,95016361109.0,0.0,0.0,0.0,0.0,-5623452761.0,9298584298.0,-19875235056125.0,0.0,2024-10-16 23:35:40.077476,2024-10-16 23:35:40.077476
380,2021-09-30,,Q,MASC,N,3,232327566395.0,64074503957.0,0.0,0.0,0.0,0.0,0.0,0.0,69434410806.0,0.0,31496999039.0,31496999039.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2912507826.0,-2912507826.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,337647099899.0,-40271447071.0,38521780820.0,312557372372.0,0.0,26238567178.0,600826600.0,0.0,0.0,0.0,0.0,0.0,409905556975.0,8075189400.0,-26357029643.0,-578725978.0,0.0,-45192723465.0,2379588713.0,0.0,-50644600.0,-13151326602.0,0.0,0.0,175668865640.0,-41722328978.0,0.0,-2100000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,734892118540.0,676195783.0,0.0,0.0,0.0,0.0,0.0,0.0,676195783.0,0.0,-135000000000.0,7968695015125.0,0.0,7968695015125.0,-8374059015125.0,0.0,0.0,-8374059015125.0,0.0,0.0,-540364000000.0,195204314323.0,205794588008.0,5794588008.0,0.0,200000000000.0,0.0,400998902331.0,19875456827.0,0.0,320000000000.0,61123445504.0,69764376250221.0,-71950085180300.0,0.0,0.0,0.0,0.0,0.0,0.0,-112015083536996.0,0.0,0.0,0.0,0.0,0.0,0.0,79454385121396.0,5193548665402.0,5193548665402.0,2330442453402.0,0.0,0.0,0.0,0.0,2863106212000.0,0.0,0.0,0.0,0.0,84647933786798.0,4647933786798.0,3365163265898.0,0.0,0.0,0.0,1282770520900.0,0.0,0.0,0.0,0.0,80000000000000.0,-5359906849.0,15287592589.0,193655177588471.0,0.0,2024-10-16 23:35:40.077476,2024-10-16 23:35:40.077476
